,protein_name,compound_name,pocket_name,pocket_com,affinity
1229,3bgz,3bgz,pocket_5,"-2.461,27.299,8.932",2.2936602
1230,1nvq,1nvq,protein_center,"5.777,11.071,7.098",9.231601
1231,1nvq,1nvq,pocket_1,"6.505,7.156,17.202",8.919701
1232,1nvq,1nvq,pocket_2,"10.703,1.688,10.983",9.079657
1233,1nvq,1nvq,pocket_3,"-5.544,5.655,4.098",1.9727118
1234,1nvq,1nvq,pocket_4,"15.006,13.365,28.028",7.2899
1235,1nvq,1nvq,pocket_5,"4.833,20.403,20.732",8.75236
1236,1nvq,1nvq,pocket_6,"-8.222,18.86,13.538",3.1721187
1237,2xj7,2xj7,protein_center,"-5.915,-34.1,67.269",3.5557625
1238,2xj7,2xj7,pocket_1,"-7.28,-34.849,67.055",3.7069235
1239,2xj7,2xj7,pocket_2,"0.599,-30.345,34.713",7.123501
1240,2xj7,2xj7,pocket_3,"0.964,-38.232,99.251",7.2148743
1241,2xj7,2xj7,pocket_4,"-9.905,-47.202,79.772",2.388907
1242,2xj7,2xj7,pocket_5,"-10.841,-21.458,54.78",2.1696796
1243,2xj7,2xj7,pocket_6,"-34.559,-51.448,72.104",0.65113425
1244,2xj7,2xj7,pocket_7,"-27.76,-34.198,67.193",1.4006181
1245,2xj7,2xj7,pocket_8,"-34.404,-16.736,63.127",0.7831433
1246,2xj7,2xj7,pocket_9,"-24.996,-39.08,51.254",1.6862556
1247,2xj7,2xj7,pocket_10,"12.51,-25.273,89.807",1.6289296
1248,2xj7,2xj7,pocket_11,"-25.009,-28.53,82.589",1.4388524
1249,2xj7,2xj7,pocket_12,"12.3,-42.658,44.12",2.5888317
1250,2xj7,2xj7,pocket_13,"6.795,-55.668,29.011",2.0993798
1251,2xj7,2xj7,pocket_14,"5.912,-11.617,106.668",1.934288
1252,2xj7,2xj7,pocket_15,"-4.226,-15.867,86.139",0.40286732
1253,2xj7,2xj7,pocket_16,"-4.256,-52.414,48.338",-0.00035108565
1254,2xj7,2xj7,pocket_17,"-0.395,-6.936,93.209",0.10967994
1255,2xj7,2xj7,pocket_18,"-0.829,-61.726,41.683",0.24278045
1256,2xj7,2xj7,pocket_19,"-14.995,-15.578,67.305",0.64611113
1257,2xj7,2xj7,pocket_20,"-23.52,-26.749,89.42",2.4470284
1258,2xj7,2xj7,pocket_21,"-0.317,-33.924,81.954",3.441987
1259,2xj7,2xj7,pocket_22,"1.886,-43.141,50.247",2.9154623
1260,2xj7,2xj7,pocket_23,"2.237,-24.809,83.804",3.050298
1261,2xj7,2xj7,pocket_24,"-0.534,-34.63,52.145",3.3079262
1262,2xj7,2xj7,pocket_25,"-14.848,-75.125,26.296",1.5479698
1263,2xj7,2xj7,pocket_26,"-14.669,-50.656,22.159",1.1467052
1264,2xj7,2xj7,pocket_27,"-1.025,-36.038,85.542",4.8285694
1265,2xj7,2xj7,pocket_28,"-26.978,-25.6,56.485",0.7225598
1266,2qbp,2qbp,protein_center,"44.328,17.126,15.165",7.5821743
1267,2qbp,2qbp,pocket_1,"45.732,15.929,3.083",7.639723
1268,2qbp,2qbp,pocket_2,"36.45,29.635,8.495",3.9848568
1269,2qbp,2qbp,pocket_3,"50.924,6.048,5.471",7.2694283
1270,2qbp,2qbp,pocket_4,"52.17,24.552,28.94",5.158149
1271,2qbp,2qbp,pocket_5,"24.636,17.892,8.435",3.2277994
1272,2qbp,2qbp,pocket_6,"24.598,6.323,7.576",3.2132187
1273,2qbp,2qbp,pocket_7,"23.345,9.54,22.691",1.5141671
1274,2qbp,2qbp,pocket_8,"37.997,29.942,23.965",1.5628829
1275,2qbp,2qbp,pocket_9,"60.334,32.592,17.333",3.6459942
1276,2r9w,2r9w,protein_center,"51.446,-0.557,22.919",1.175999
1277,2r9w,2r9w,pocket_1,"26.556,6.799,19.998",4.715576
1278,2r9w,2r9w,pocket_2,"76.864,6.112,23.835",4.8377366
1279,2r9w,2r9w,pocket_3,"51.746,1.288,22.85",1.1744151
1280,2r9w,2r9w,pocket_4,"55.286,14.454,24.261",0.08174968
1281,2r9w,2r9w,pocket_5,"65.661,8.557,44.164",2.5649192
1282,2r9w,2r9w,pocket_6,"48.442,13.942,18.932",0.58933055
1283,2r9w,2r9w,pocket_7,"37.004,4.597,0.534",2.8444517
1284,2r9w,2r9w,pocket_8,"57.927,6.274,12.119",-0.0042987703
1285,2r9w,2r9w,pocket_9,"45.305,7.672,32.992",-0.0024293065
1286,2r9w,2r9w,pocket_10,"45.69,-7.564,29.284",1.7538805
1287,2r9w,2r9w,pocket_11,"56.014,-8.873,18.426",1.8716253
1288,2r9w,2r9w,pocket_12,"81.358,-4.033,41.054",4.085783
1289,2r9w,2r9w,pocket_13,"21.453,-6.784,5.756",3.6670158
1290,2r9w,2r9w,pocket_14,"31.016,-15.678,5.248",2.011923
1291,2r9w,2r9w,pocket_15,"31.867,21.192,14.888",3.098796
1292,3fv2,3fv2,protein_center,"-6.461,9.18,3.558",1.4223956
1293,3fv2,3fv2,pocket_1,"-7.723,9.485,3.187",1.0818825
1294,3fv2,3fv2,pocket_2,"-7.824,3.648,-14.297",8.180587
1295,3fv2,3fv2,pocket_3,"-8.34,14.651,20.35",8.325438
1296,3fv2,3fv2,pocket_4,"-4.935,21.983,10.702",7.5414543
1297,3fv2,3fv2,pocket_5,"12.577,8.412,3.044",1.8125317
1298,3fv2,3fv2,pocket_6,"-4.344,-3.919,-3.803",7.584859
1299,3fv2,3fv2,pocket_7,"-15.431,8.558,28.054",8.372396
1300,3fv2,3fv2,pocket_8,"-14.79,10.073,-20.759",8.203834
1301,3fv2,3fv2,pocket_9,"6.046,8.867,3.312",2.3718462
1302,3fv2,3fv2,pocket_10,"-2.716,29.353,22.907",6.0196238
1303,3fv2,3fv2,pocket_11,"-4.689,10.883,30.152",7.7777414
1304,3fv2,3fv2,pocket_12,"-3.079,-10.516,-16.559",5.8580937
1305,3fv2,3fv2,pocket_13,"0.212,25.26,17.486",7.047261
1306,3fv2,3fv2,pocket_14,"-5.618,13.73,26.069",8.418122
1307,3fv2,3fv2,pocket_15,"-22.671,-1.746,-1.44",1.8752455
1308,3fv2,3fv2,pocket_16,"-20.27,22.899,11.524",3.724059
1309,3fv2,3fv2,pocket_17,"-25.51,10.243,17.917",2.1328857
1310,3fv2,3fv2,pocket_18,"-3.46,21.728,31.412",6.7524633
1311,3fv2,3fv2,pocket_19,"-13.583,19.269,-17.82",1.4844567
1312,3fv2,3fv2,pocket_20,"0.143,-6.694,-10.745",7.157276
1313,3fv2,3fv2,pocket_21,"-14.081,-0.884,24.982",1.6142554
1314,3fv2,3fv2,pocket_22,"-23.05,19.596,8.276",1.8692092
1315,3fv2,3fv2,pocket_23,"-0.823,20.24,15.155",8.035324
1316,3fv2,3fv2,pocket_24,"-0.758,-1.894,-7.993",7.884759
1317,1e66,1e66,protein_center,"4.83,64.95,56.355",7.617366
1318,1e66,1e66,pocket_1,"2.555,66.59,67.474",7.968672
1319,1e66,1e66,pocket_2,"15.168,50.486,60.589",3.8060203
1320,1e66,1e66,pocket_3,"-4.929,83.591,53.231",3.2057471
1321,1e66,1e66,pocket_4,"6.446,80.551,64.449",7.662425
1322,1e66,1e66,pocket_5,"-17.448,73.379,50.937",3.0390458
1323,1e66,1e66,pocket_6,"-11.674,65.683,39.157",2.5263205
1324,1e66,1e66,pocket_7,"5.909,49.724,66.551",5.326214
1325,1e66,1e66,pocket_8,"24.171,55.123,54.071",2.4364378
1326,1e66,1e66,pocket_9,"26.218,68.267,60.204",3.764501
1327,1e66,1e66,pocket_10,"20.59,69.68,71.618",2.906946
1328,1e66,1e66,pocket_11,"27.636,47.288,67.848",3.4050977
1329,1e66,1e66,pocket_12,"-7.549,69.779,56.605",7.1222544
1330,3p5o,3p5o,protein_center,"25.372,41.021,8.707",6.9215364
1331,3p5o,3p5o,pocket_1,"23.838,48.829,1.41",6.8324976
1332,3p5o,3p5o,pocket_2,"19.4,41.745,15.564",3.9352884
1333,3p5o,3p5o,pocket_3,"14.313,43.596,6.896",6.17877
1334,3b68,3b68,protein_center,"21.137,5.902,10.298",8.880837
1335,3b68,3b68,pocket_1,"27.744,1.87,5.982",8.751497
1336,3b68,3b68,pocket_2,"23.447,12.516,9.337",8.197254
1337,3b68,3b68,pocket_3,"30.327,-1.31,24.748",1.9371959
1338,3b68,3b68,pocket_4,"18.334,16.238,5.028",5.8026676
1339,3b68,3b68,pocket_5,"17.104,15.465,27.01",2.7300396
1340,3b68,3b68,pocket_6,"21.569,-1.345,14.699",7.6597004
1341,3b68,3b68,pocket_7,"5.853,13.103,-2.522",4.0012527
1342,3b68,3b68,pocket_8,"6.926,22.006,16.617",2.3681958
1343,1o5b,1o5b,protein_center,"14.857,-0.63,15.847",4.1809063
1344,1o5b,1o5b,pocket_1,"9.893,5.451,22.866",4.1694665
1345,1o5b,1o5b,pocket_2,"-0.667,-11.185,13.23",-0.003986859
1346,1o5b,1o5b,pocket_3,"29.959,10.58,17.98",0.59385157
1347,1o5b,1o5b,pocket_4,"15.352,-0.762,2.46",-0.0011637043
1348,1o5b,1o5b,pocket_5,"1.048,1.946,5.145",0.36679006
1349,1o5b,1o5b,pocket_6,"2.042,-13.195,26.539",1.4222256
1350,1o5b,1o5b,pocket_7,"20.884,3.085,-2.973",1.1921252
1351,1k1i,1k1i,protein_center,"2.529,7.483,23.244",6.5476007
1352,1k1i,1k1i,pocket_1,"-8.218,14.998,28.87",5.6670523
1353,1k1i,1k1i,pocket_2,"-1.01,15.517,17.818",6.3000255
1354,1k1i,1k1i,pocket_3,"10.167,3.45,12.289",4.3501368
1355,1k1i,1k1i,pocket_4,"-0.006,18.088,26.551",6.545496
1356,1k1i,1k1i,pocket_5,"-6.852,18.772,17.286",6.1495676
1357,1k1i,1k1i,pocket_6,"-7.066,10.604,34.945",3.4413967
1358,3f3d,3f3d,protein_center,"26.338,30.383,20.946",7.0285597
1359,3f3d,3f3d,pocket_1,"23.821,21.564,25.008",7.7812366
1360,3f3d,3f3d,pocket_2,"23.483,30.53,38.959",2.7204638
1361,3f3d,3f3d,pocket_3,"34.878,16.112,24.147",2.7860596
1362,3f3d,3f3d,pocket_4,"24.231,34.689,6.063",6.6055593
1363,3f3d,3f3d,pocket_5,"41.558,32.945,9.106",1.6584659
1364,3f3d,3f3d,pocket_6,"27.114,53.79,36.855",1.2542775
1365,3f3d,3f3d,pocket_7,"26.78,31.59,21.031",6.944846
1366,3f3d,3f3d,pocket_8,"29.719,5.33,5.714",-0.008131973
1367,3f3d,3f3d,pocket_9,"6.987,25.36,28.031",0.793862
1368,3f3d,3f3d,pocket_10,"29.767,7.194,15.27",0.99236774
1369,3f3d,3f3d,pocket_11,"40.782,42.328,35.431",0.6662152
1370,3f3d,3f3d,pocket_12,"19.174,20.474,0.367",2.488714
1371,3f3d,3f3d,pocket_13,"11.829,28.622,11.103",5.474244
1372,3f3d,3f3d,pocket_14,"18.014,25.132,37.237",1.8108153
1373,3f3d,3f3d,pocket_15,"46.131,36.0,23.456",1.002433
1374,3f3d,3f3d,pocket_16,"-2.42,46.489,28.619",2.415693
1375,3f3d,3f3d,pocket_17,"34.723,50.628,23.079",2.1350734
1376,3f3d,3f3d,pocket_18,"46.787,15.179,15.421",1.1291168
1377,3f3d,3f3d,pocket_19,"40.624,34.095,36.551",1.5297209
1378,3f3d,3f3d,pocket_20,"51.19,22.956,26.458",0.6854688
1379,2zy1,2zy1,protein_center,"16.638,54.731,36.641",6.211277
1380,2zy1,2zy1,pocket_1,"18.931,53.52,36.92",6.117303
1381,2zy1,2zy1,pocket_2,"15.234,59.935,24.447",5.193925
1382,2zy1,2zy1,pocket_3,"14.931,46.639,24.451",3.6199079
1383,2zy1,2zy1,pocket_4,"2.77,52.389,54.646",1.6365633
1384,2zy1,2zy1,pocket_5,"21.061,44.438,46.814",3.6717305
1385,2zy1,2zy1,pocket_6,"-0.097,53.967,33.16",3.8783
1386,2zy1,2zy1,pocket_7,"0.909,42.334,53.838",1.8437736
1387,2zy1,2zy1,pocket_8,"13.195,55.997,56.812",2.2826366
1388,2x00,2x00,protein_center,"1.745,-0.709,0.976",3.6722007
1389,2x00,2x00,pocket_1,"-15.789,-21.268,2.272",9.135149
1390,2x00,2x00,pocket_2,"-22.81,9.704,-4.359",9.451506
1391,2x00,2x00,pocket_3,"4.018,26.112,-3.06",9.617091
1392,2x00,2x00,pocket_4,"15.34,-23.867,4.402",9.133611
1393,2x00,2x00,pocket_5,"27.941,5.105,1.21",9.213487
1394,2x00,2x00,pocket_6,"-14.535,11.833,9.73",3.4072735
1395,2x00,2x00,pocket_7,"5.79,18.452,10.369",5.6957016
1396,2x00,2x00,pocket_8,"0.185,-15.429,4.204",4.6371737
1397,2x00,2x00,pocket_9,"19.27,0.887,14.51",2.297834
1398,2x00,2x00,pocket_10,"-6.279,12.426,-0.479",4.377406
1399,2x00,2x00,pocket_11,"6.376,-16.336,15.164",4.625988
1400,2x00,2x00,pocket_12,"-14.714,-3.411,1.393",3.710402
1401,2x00,2x00,pocket_13,"-14.598,-8.985,10.863",3.6266239
1402,2x00,2x00,pocket_14,"9.535,2.402,-14.326",4.8043375
1403,2x00,2x00,pocket_15,"12.644,12.096,0.879",6.0853167
1404,2x00,2x00,pocket_16,"15.36,-7.187,5.753",4.084148
1405,2x00,2x00,pocket_17,"14.112,15.521,17.553",3.8704405
1406,2x00,2x00,pocket_18,"12.519,-4.65,-14.11",4.420297
1407,2x00,2x00,pocket_19,"-8.659,20.229,14.328",2.4891834
1408,2x00,2x00,pocket_20,"-19.602,-0.53,16.678",2.8348749
1409,2x00,2x00,pocket_21,"-0.869,4.241,-15.382",4.2848544
1410,2x00,2x00,pocket_22,"26.715,-7.253,23.742",0.15941358
1411,2x00,2x00,pocket_23,"-3.14,-18.593,18.778",2.6817522
1412,1u1b,1u1b,protein_center,"-22.324,-32.011,23.204",7.2529087
1413,1u1b,1u1b,pocket_1,"-26.503,-31.897,19.143",7.3922806
1414,1u1b,1u1b,pocket_2,"-26.98,-24.697,14.158",6.9868193
1415,1u1b,1u1b,pocket_3,"-22.675,-12.517,17.963",5.332276
1416,1q8t,1q8t,protein_center,"9.739,1.457,-2.042",5.632123
1417,1q8t,1q8t,pocket_1,"12.191,9.813,0.202",5.2165585
1418,1q8t,1q8t,pocket_2,"-4.79,-9.158,-8.884",2.5962956
1419,1q8t,1q8t,pocket_3,"8.144,-10.584,-14.148",1.2038997
1420,1q8t,1q8t,pocket_4,"19.007,-13.968,14.534",0.75794363
1421,1q8t,1q8t,pocket_5,"-2.06,-13.164,5.21",1.0946443
1422,1q8t,1q8t,pocket_6,"6.939,9.537,-3.442",5.364778
1423,3myg,3myg,protein_center,"-16.816,31.519,77.868",8.340741
1424,3myg,3myg,pocket_1,"-10.806,24.665,78.933",8.274288
1425,3myg,3myg,pocket_2,"1.384,26.823,65.073",7.0456686
1426,3myg,3myg,pocket_3,"-17.004,33.194,89.583",4.512808
1427,3myg,3myg,pocket_4,"-29.26,36.236,69.076",1.819083
1428,3myg,3myg,pocket_5,"2.814,17.92,78.408",4.26338
1429,3myg,3myg,pocket_6,"-22.848,19.042,77.817",2.9130924
1430,2c3i,2c3i,protein_center,"18.201,57.733,1.356",8.114649
1431,2c3i,2c3i,pocket_1,"27.314,54.902,-1.031",7.9744835
1432,2c3i,2c3i,pocket_2,"38.751,46.249,7.145",4.680824
1433,2c3i,2c3i,pocket_3,"16.595,64.674,5.024",4.803608
1434,2c3i,2c3i,pocket_4,"18.591,59.21,-10.278",4.94022
1435,2c3i,2c3i,pocket_5,"26.466,71.179,9.341",2.3419278
1436,3gc5,3gc5,protein_center,"15.165,9.693,16.494",7.806162
1437,3gc5,3gc5,pocket_1,"16.704,16.145,16.51",7.389394
1438,3gc5,3gc5,pocket_2,"0.747,1.106,25.742",0.7017863
1439,3gc5,3gc5,pocket_3,"3.351,2.84,-2.126",1.2833157
1440,3gc5,3gc5,pocket_4,"27.301,-1.786,0.774",1.4154207
1441,3gc5,3gc5,pocket_5,"-2.359,19.401,26.817",2.3485076
1442,3gc5,3gc5,pocket_6,"10.175,-1.103,0.855",0.9208158
1443,3gc5,3gc5,pocket_7,"12.079,23.042,28.194",7.3490515
1444,1sqa,1sqa,protein_center,"13.835,10.056,30.131",7.203907
1445,1sqa,1sqa,pocket_1,"22.872,13.724,32.444",6.693679
1446,1sqa,1sqa,pocket_2,"17.025,11.222,11.011",2.159669
1447,1sqa,1sqa,pocket_3,"9.229,24.807,22.072",3.1239061
1448,1sqa,1sqa,pocket_4,"20.138,18.299,16.217",4.490905
1449,1sqa,1sqa,pocket_5,"19.083,-3.959,40.795",2.1485617
1450,1sqa,1sqa,pocket_6,"7.506,2.283,19.129",1.258003
1451,1sqa,1sqa,pocket_7,"10.136,31.795,32.433",3.0096517
1452,1sqa,1sqa,pocket_8,"8.674,-6.463,17.948",2.0856986
1453,1sqa,1sqa,pocket_9,"25.283,9.653,52.212",4.1886916
1454,1sqa,1sqa,pocket_10,"27.214,6.12,50.276",4.404592
1455,1sqa,1sqa,pocket_11,"12.275,20.367,33.698",6.388592
1456,2fxs,2fxs,protein_center,"17.253,31.046,-0.813",7.1730843
1457,2fxs,2fxs,pocket_1,"20.544,33.328,3.889",7.104906
1458,2fxs,2fxs,pocket_2,"4.878,28.809,0.699",3.647559
1459,3dx1,3dx1,protein_center,"39.755,62.118,-7.702",1.2352676
1460,3dx1,3dx1,pocket_1,"44.43,75.206,-26.328",2.3296616
1461,3dx1,3dx1,pocket_2,"25.251,62.952,11.41",5.16846
1462,3dx1,3dx1,pocket_3,"42.449,56.145,-17.986",-0.0011804366
1463,3dx1,3dx1,pocket_4,"57.424,56.973,0.145",1.2497139
1464,3dx1,3dx1,pocket_5,"51.852,67.744,6.991",1.9383488
1465,3dx1,3dx1,pocket_6,"40.07,54.448,1.906",3.404738
1466,3dx1,3dx1,pocket_7,"35.254,70.596,15.655",5.026313
1467,3dx1,3dx1,pocket_8,"25.235,50.016,-23.388",0.66087997
1468,3dx1,3dx1,pocket_9,"34.592,86.743,-18.798",0.60074854
1469,3dx1,3dx1,pocket_10,"68.68,57.699,-19.456",2.242092
1470,3dx1,3dx1,pocket_11,"62.353,65.665,-33.012",1.424529
1471,3dx1,3dx1,pocket_12,"51.482,75.88,-12.828",1.2498996
1472,3dx1,3dx1,pocket_13,"37.249,53.336,-32.118",0.37349224
1473,3dx1,3dx1,pocket_14,"70.557,75.896,-31.218",2.0699763
1474,3dx1,3dx1,pocket_15,"46.302,45.879,13.236",0.80498755
1475,3dx1,3dx1,pocket_16,"24.008,53.735,-9.529",0.7277564
1476,3dx1,3dx1,pocket_17,"27.215,51.9,22.934",0.90865886
1477,3dx1,3dx1,pocket_18,"70.812,54.402,-9.775",1.483864
1478,3dx1,3dx1,pocket_19,"13.954,49.958,21.361",1.2553279
1479,3dx1,3dx1,pocket_20,"36.422,36.91,3.089",-0.010272283
1480,3dx1,3dx1,pocket_21,"38.506,57.586,12.354",4.37608
1481,3dx1,3dx1,pocket_22,"50.86,54.934,-29.571",0.54717875
1482,3dx1,3dx1,pocket_23,"41.941,45.695,-25.69",0.437881
1483,3dx1,3dx1,pocket_24,"38.94,42.17,-23.189",1.6734632
1484,3dx1,3dx1,pocket_25,"64.48,79.035,-39.127",1.7072628
1485,3dx1,3dx1,pocket_26,"14.225,58.98,-2.318",1.310978
1486,3dx1,3dx1,pocket_27,"17.865,39.477,26.958",1.3076928
1487,3dx1,3dx1,pocket_28,"74.139,76.598,-17.465",1.702505
1488,3dx1,3dx1,pocket_29,"23.474,59.431,-35.402",1.4605181
1489,3dx1,3dx1,pocket_30,"49.81,59.554,-8.706",1.1040788
1490,3dx1,3dx1,pocket_31,"36.065,68.699,22.838",2.571263
1491,3dx1,3dx1,pocket_32,"25.472,69.835,-9.031",3.1641378
1492,2brb,2brb,protein_center,"14.988,1.862,22.154",6.216836
1493,2brb,2brb,pocket_1,"14.8,-3.304,11.599",6.5375814
1494,2brb,2brb,pocket_2,"25.385,-3.456,24.632",3.376946
1495,2brb,2brb,pocket_3,"5.847,3.556,0.502",4.523843
1496,2brb,2brb,pocket_4,"7.226,-5.836,-0.471",3.7378411
1497,2brb,2brb,pocket_5,"13.371,-7.811,20.363",6.6655846
1498,2brb,2brb,pocket_6,"15.398,10.877,7.802",5.974785
1499,2brb,2brb,pocket_7,"7.086,-8.241,16.443",6.0283556
1500,2brb,2brb,pocket_8,"8.927,-1.156,13.697",6.6474333
1501,2brb,2brb,pocket_9,"2.181,-5.884,24.903",2.19691
1502,2brb,2brb,pocket_10,"28.541,10.506,15.7",3.3074658
1503,2brb,2brb,pocket_11,"-5.168,-8.954,8.264",2.0311046
1504,1q8u,1q8u,protein_center,"9.984,1.186,-2.28",7.431179
1505,1q8u,1q8u,pocket_1,"12.245,9.733,0.251",7.3604355
1506,1q8u,1q8u,pocket_2,"-3.664,-9.588,-8.978",3.8147101
1507,1q8u,1q8u,pocket_3,"7.144,-11.422,-13.9",2.054196
1508,1q8u,1q8u,pocket_4,"-1.472,-16.343,-8.475",2.0123856
1509,1q8u,1q8u,pocket_5,"28.278,-10.09,8.916",0.24092221
1510,1q8u,1q8u,pocket_6,"19.563,-14.289,14.301",1.2216179
1511,1q8u,1q8u,pocket_7,"-1.383,-13.556,5.09",1.1115663
1512,1q8u,1q8u,pocket_8,"21.886,8.43,-14.227",1.2326846
1513,1z95,1z95,protein_center,"21.591,5.58,11.247",9.177021
1514,1z95,1z95,pocket_1,"28.198,1.485,6.34",9.041376
1515,1z95,1z95,pocket_2,"23.602,12.176,10.969",8.498326
1516,1z95,1z95,pocket_3,"30.38,-1.856,25.387",2.4499621
1517,1z95,1z95,pocket_4,"17.841,17.051,7.025",5.9353886
1518,1z95,1z95,pocket_5,"34.847,9.748,19.252",6.0665884
1519,1z95,1z95,pocket_6,"22.008,0.384,15.318",8.615214
1520,2vkm,2vkm,protein_center,"34.815,18.517,60.508",4.139414
1521,2vkm,2vkm,pocket_1,"33.082,-6.42,76.956",8.978543
1522,2vkm,2vkm,pocket_2,"36.343,43.574,33.895",8.669259
1523,2vkm,2vkm,pocket_3,"-4.282,-2.816,32.645",8.878153
1524,2vkm,2vkm,pocket_4,"73.868,40.382,76.872",8.659899
1525,2vkm,2vkm,pocket_5,"53.512,16.961,80.324",3.7509484
1526,2vkm,2vkm,pocket_6,"16.274,20.052,36.724",3.9565048
1527,2vkm,2vkm,pocket_7,"49.054,38.941,62.144",4.8642883
1528,2vkm,2vkm,pocket_8,"16.355,20.529,25.835",5.218707
1529,2vkm,2vkm,pocket_9,"53.758,16.898,69.449",3.9522285
1530,2vkm,2vkm,pocket_10,"47.998,35.514,77.344",5.3609247
1531,2vkm,2vkm,pocket_11,"6.328,28.706,33.81",3.9399385
1532,2vkm,2vkm,pocket_12,"10.499,38.524,34.887",5.107828
1533,2vkm,2vkm,pocket_13,"21.508,1.461,33.016",3.722484
1534,2vkm,2vkm,pocket_14,"27.276,11.639,32.514",4.4882507
1535,2vkm,2vkm,pocket_15,"71.393,11.95,77.731",3.4728656
1536,2vkm,2vkm,pocket_16,"59.299,-1.401,77.742",4.576128
1537,2vkm,2vkm,pocket_17,"42.742,26.761,77.354",4.638237
1538,2vkm,2vkm,pocket_18,"21.911,-2.136,92.865",2.2041123
1539,2vkm,2vkm,pocket_19,"70.458,27.825,99.343",4.1239038
1540,2vkm,2vkm,pocket_20,"24.708,42.39,28.413",8.568394
1541,2vkm,2vkm,pocket_21,"34.911,21.445,76.898",3.2685833
1542,2vkm,2vkm,pocket_22,"55.273,40.99,88.372",5.6735806
1543,2vkm,2vkm,pocket_23,"69.304,31.05,101.667",5.355234
1544,2vkm,2vkm,pocket_24,"-2.952,24.5,33.712",2.9378006
1545,2vkm,2vkm,pocket_25,"85.141,35.327,93.953",3.2400868
1546,2vkm,2vkm,pocket_26,"35.333,16.133,31.704",3.7417107
1547,2vkm,2vkm,pocket_27,"45.54,25.59,23.612",2.3915606
1548,2vkm,2vkm,pocket_28,"0.6,-0.873,28.348",8.7851515
1549,2vkm,2vkm,pocket_29,"48.509,38.582,49.685",3.2349992
1550,2vkm,2vkm,pocket_30,"44.463,-4.6,71.232",8.570107
1551,2vkm,2vkm,pocket_31,"51.644,-6.068,90.054",5.2470427
1552,2vkm,2vkm,pocket_32,"33.554,30.036,55.675",3.7450376
1553,2vkm,2vkm,pocket_33,"-1.401,4.148,57.513",4.681353
1554,2vkm,2vkm,pocket_34,"-12.995,16.248,24.137",2.2504225
1555,2vkm,2vkm,pocket_35,"14.327,-3.748,45.191",5.027122
1556,2vkm,2vkm,pocket_36,"24.137,12.545,67.774",2.2001
1557,2vkm,2vkm,pocket_37,"5.324,13.009,28.581",3.8587775
1558,2vkm,2vkm,pocket_38,"27.417,27.174,29.007",3.9291217
1559,2vkm,2vkm,pocket_39,"69.179,23.235,73.541",3.7400994
1560,2vkm,2vkm,pocket_40,"31.032,20.122,50.769",3.9914727
1561,2vkm,2vkm,pocket_41,"-4.684,-6.448,49.267",4.1529374
1562,2vkm,2vkm,pocket_42,"10.24,-13.012,35.113",6.8578444
1563,2cet,2cet,protein_center,"-6.609,-8.66,4.295",2.306469
1564,2cet,2cet,pocket_1,"0.338,4.186,14.228",7.37805
1565,2cet,2cet,pocket_2,"-25.328,-31.808,0.591",7.539523
1566,2cet,2cet,pocket_3,"-4.657,6.93,32.028",1.7465568
1567,2cet,2cet,pocket_4,"5.594,-3.093,29.723",3.0951629
1568,2cet,2cet,pocket_5,"4.309,10.118,32.502",1.3478072
1569,2cet,2cet,pocket_6,"-29.724,-38.889,16.902",3.341213
1570,2cet,2cet,pocket_7,"1.784,22.872,0.595",4.5165367
1571,2cet,2cet,pocket_8,"-2.345,7.992,-8.194",1.987321
1572,2cet,2cet,pocket_9,"1.909,-27.985,-1.33",2.1845791
1573,2cet,2cet,pocket_10,"-1.689,30.834,18.027",0.95639443
1574,2cet,2cet,pocket_11,"17.072,4.782,2.38",1.332916
1575,2cet,2cet,pocket_12,"-16.48,-36.246,18.134",1.2174581
1576,2cet,2cet,pocket_13,"-23.471,-26.479,-21.679",0.9909954
1577,2cet,2cet,pocket_14,"-8.847,-31.039,-15.781",4.639311
1578,1owh,1owh,protein_center,"13.722,10.093,30.041",6.583187
1579,1owh,1owh,pocket_1,"22.956,13.406,32.479",6.2455864
1580,1owh,1owh,pocket_2,"17.109,11.218,11.038",1.7803159
1581,1owh,1owh,pocket_3,"9.675,24.686,21.253",3.5359497
1582,1owh,1owh,pocket_4,"20.403,18.607,15.363",4.139512
1583,1owh,1owh,pocket_5,"25.99,7.293,51.744",3.3327365
1584,1owh,1owh,pocket_6,"9.87,31.608,32.036",2.882307
1585,1owh,1owh,pocket_7,"8.529,2.48,19.702",0.8895085
1586,1owh,1owh,pocket_8,"19.173,-3.616,40.721",2.5378566
1587,1owh,1owh,pocket_9,"23.05,5.958,41.385",4.9268646
1588,1owh,1owh,pocket_10,"3.944,0.029,43.472",1.2662257
1589,1owh,1owh,pocket_11,"17.545,16.888,21.813",6.1154847
1590,3l7b,3l7b,protein_center,"28.673,20.992,32.348",4.138993
1591,3l7b,3l7b,pocket_1,"34.39,23.872,30.032",4.281442
1592,3l7b,3l7b,pocket_2,"21.439,15.356,41.902",0.14378929
1593,3l7b,3l7b,pocket_3,"28.803,4.339,50.916",1.5251856
1594,3l7b,3l7b,pocket_4,"6.783,20.219,30.858",0.19028115
1595,3l7b,3l7b,pocket_5,"7.304,25.15,12.869",-0.008507226
1596,3l7b,3l7b,pocket_6,"15.356,30.975,38.903",1.9329044
1597,3l7b,3l7b,pocket_7,"48.928,13.536,55.063",1.5696244
